nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;coords
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;384;CARPENTRAS PORTE DU VENTOUX;ANCIENNE ROUTE DE MAZAN;44.057372,5.066308
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;515;EGUILLES;55 AVENUE DU PERE GIRAUD;43.571426,5.359764
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;706;BASTIA TOGA;CENTRE COMMERCIAL PORT TOGA;42.708231,9.45539
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;708;VIEUX PORT CANEBIERE;26 LA CANEBIERE;43.295917,5.376788
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;761;LA DESTROUSSE;QUARTIER SOUQUE NEGRE;43.389777,5.597526
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;777;EUROMED;9 BD DE DUNKERQUE;43.30497,5.367297
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;798;PORTICCIO;BOULEVARD MARIE-JEANNE BOZZI;41.906908,8.814861
Caisse d'Epargne;11425;NORMANDIE;14278;CAEN BOUCHARD;1 PLACE BOUCHARD;49.183045,-0.3643
Caisse d'Epargne;11425;NORMANDIE;14280;CAEN ST ETIENNE;6 RUE DE  BAYEUX;49.182744,-0.375414
Caisse d'Epargne;11425;NORMANDIE;14285;CAEN ST JEAN;35 AVENUE DU 6 JUIN;49.180208,-0.35512
Caisse d'Epargne;11425;NORMANDIE;14288;MONDEVILLE;29 RUE EMILE ZOLA;49.173383,-0.325113
Caisse d'Epargne;11425;NORMANDIE;14289;COLOMBELLES;5 PLACE DE L'HOTEL DE VILLE;49.204944,-0.295791
Caisse d'Epargne;11425;NORMANDIE;14295;DOUVRES LA DELIVRANDE;11 PLACE GEORGES LESAGE;49.298781,-0.37385
Caisse d'Epargne;11425;NORMANDIE;14296;COURSEULLES;38 RUE DE LA MER;49.332605,-0.457802
Caisse d'Epargne;11425;NORMANDIE;14297;FLEURY SUR ORNE;49 ROUTE D'HARCOURT;49.155836,-0.369362
Caisse d'Epargne;11425;NORMANDIE;14298;VERSON;39 RUE DU GENERAL LECLERC;49.155705,-0.450535
Caisse d'Epargne;11425;NORMANDIE;14300;TROARN;48 RUE DE ROUEN;49.182431,-0.182024
Caisse d'Epargne;11425;NORMANDIE;14308;ORBEC;84 RUE GRANDE;49.021499,0.407229
Caisse d'Epargne;11425;NORMANDIE;14309;ST PIERRE SUR DIVES;2 PLACE DU MARCHE;49.019064,-0.031638
Caisse d'Epargne;11425;NORMANDIE;14310;ARGENCES;11 ROUTE DE TROARN;49.133197,-0.163526
Caisse d'Epargne;11425;NORMANDIE;14312;HONFLEUR;2 COURS ALBERT MANUEL;49.416673,0.23018
Caisse d'Epargne;11425;NORMANDIE;14313;PONT L'EVEQUE;27 RUE SAINT-MICHEL;49.286099,0.185141
Caisse d'Epargne;11425;NORMANDIE;14314;DEAUVILLE;11 PLACE MORNY;49.359535,0.077405
Caisse d'Epargne;11425;NORMANDIE;14318;FALAISE;12 PLACE BELLE CROIX;48.896401,-0.200431
Caisse d'Epargne;11425;NORMANDIE;14320;THURY HARCOURT;14 PLACE SAINT-SAUVEUR;48.986178,-0.477136
Caisse d'Epargne;11425;NORMANDIE;14330;VALOGNES;11 PLACE VICQ D'AZIR;49.50844,-1.469414
Caisse d'Epargne;11425;NORMANDIE;14331;BARNEVILLE;PLACE DE L'EGLISE;49.381396,-1.752358
Caisse d'Epargne;11425;NORMANDIE;14336;OCTEVILLE;RUE BECQUEREL;49.627245,-1.637618
Caisse d'Epargne;11425;NORMANDIE;14341;QUERQUEVILLE;RUE ROGER GLINEL;49.630752,-1.639439
Caisse d'Epargne;11425;NORMANDIE;14344;ST PIERRE EGLISE;20 RUE DU CALVAIRE;49.667811,-1.405773
Caisse d'Epargne;11425;NORMANDIE;14345;CHERBOURG CENTRE;17 RUE ALBERT MAHIEU;49.639487,-1.625329
Caisse d'Epargne;11425;NORMANDIE;14352;ST LO CENTRE;36 PLACE GENERAL DE GAULLE;49.115344,-1.091279
Caisse d'Epargne;11425;NORMANDIE;14358;BAYEUX;59 RUE SAINT-MALO;49.278397,-0.706423
Caisse d'Epargne;11425;NORMANDIE;14361;VILLERS BOCAGE;23 RUE PASTEUR;49.08044,-0.657355
Caisse d'Epargne;11425;NORMANDIE;14379;ALENCON BRETAGNE;1 RUE DE BRETAGNE;48.430759,0.081713
Caisse d'Epargne;11425;NORMANDIE;14381;ALENCON COURTEILLE;4 PLACE DU POINT DU JOUR;48.43561,0.105301
Caisse d'Epargne;11425;NORMANDIE;14385;BELLEME;36 PLACE DE LA LIBERTE;48.374463,0.566936
Caisse d'Epargne;11425;NORMANDIE;14386;LE MELE SUR SARTHE;112 GRANDE RUE;48.512168,0.354396
Caisse d'Epargne;11425;NORMANDIE;14389;MORTAGNE;10 PLACE DE GAULLE;48.52056,0.545286
Caisse d'Epargne;11425;NORMANDIE;14405;ST JAMES;RUE DE LA LIBERATION;48.52736,-1.32633
Caisse d'Epargne;11425;NORMANDIE;14410;SARTILLY;48 GRANDE RUE;48.752521,-1.456854
Caisse d'Epargne;11425;NORMANDIE;14412;VILLEDIEU LES POELES;3 RUE GAMBETTA;48.837469,-1.222737
Caisse d'Epargne;11425;NORMANDIE;14413;BRECEY;4 RUE DES LAVANDIERES;48.725291,-1.16754
Caisse d'Epargne;11425;NORMANDIE;14429;ATHIS DE L'ORNE;2 RUE GUY VELAY;48.810709,-0.499093
Caisse d'Epargne;11425;NORMANDIE;14435;BRIOUZE;PLACE DU GENERAL DE GAULLE;48.69826,-0.367412
Caisse d'Epargne;11425;NORMANDIE;14437;DOMFRONT;25 RUE MARECHAL FOCH;48.591492,-0.643413
Caisse d'Epargne;11425;NORMANDIE;18649;CENTRE D'AFF. CAEN ST-LÔ ALENCON;5 LONGUE VUE DES ASTRONOMES;49.162868,-0.402714
Caisse d'Epargne;11425;NORMANDIE;18651;CENTRE D'AFFAIRES ROUEN;12 RUE GEORGES CHARPAK;49.475906,1.099666
Caisse d'Epargne;11425;NORMANDIE;76002;DIEPPE PLAISANCE;1 RUE DE L'ENTREPïT;49.910109,1.066047
Caisse d'Epargne;11425;NORMANDIE;76003;AUFFAY;14 RUE ROGER FOSSE;49.718334,1.099909
Caisse d'Epargne;11425;NORMANDIE;76004;AUMALE;11 RUE DU BAILLAGE;49.770355,1.751752
Caisse d'Epargne;11425;NORMANDIE;76007;BOSC-LE-HARD;61  PLACE DU MARCHE;49.627267,1.174697
Caisse d'Epargne;11425;NORMANDIE;76015;DIEPPE GAMBETTA;4 RUE VALENTIN FELDMANN;49.916051,1.073166
Caisse d'Epargne;11425;NORMANDIE;76019;LE TREPORT;17 QUAI FRANCOIS 1ER;50.060502,1.373133
Caisse d'Epargne;11425;NORMANDIE;76023;LUNERAY;PLACE RENE COTY;49.828869,0.912401
Caisse d'Epargne;11425;NORMANDIE;76046;CHARLEVAL;50 GRANDE RUE;49.37049,1.382506
Caisse d'Epargne;11425;NORMANDIE;76047;EVREUX CATHEDRALE;11 RUE CHARLES CORBEAU;49.024369,1.149852
Caisse d'Epargne;11425;NORMANDIE;76048;GRAVIGNY;90 AVENUE ARISTIDE BRIAND;49.048455,1.163921
Caisse d'Epargne;11425;NORMANDIE;76050;GISORS;8 RUE DES FRERES PLANQUAIS;49.27995,1.777522
Caisse d'Epargne;11425;NORMANDIE;76052;VAL DE REUIL;PLACE DES 4 SAISONS;49.270755,1.210071
Caisse d'Epargne;11425;NORMANDIE;76057;PONT SAINT PIERRE;44 GRANDE RUE;49.332295,1.278861
Caisse d'Epargne;11425;NORMANDIE;76058;VERNON;20/22 RUE SAINTE-GENEVIEVE;49.092875,1.484385
Caisse d'Epargne;11425;NORMANDIE;76066;BEAUMONT LE ROGER;10 RUE SAINT NICOLAS;49.081011,0.779058
Caisse d'Epargne;11425;NORMANDIE;76068;BEUZEVILLE;35 PLACE DE LA REPUBLIQUE;49.345425,0.342923
Caisse d'Epargne;11425;NORMANDIE;76077;PONT AUDEMER;13 RUE ARISTIDE BRIAND;49.355532,0.516605
Caisse d'Epargne;11425;NORMANDIE;76083;THIBERVILLE;15 RUE DE LISIEUX;49.137962,0.455161
Caisse d'Epargne;11425;NORMANDIE;76085;DAMVILLE;8 RUE DE VERDUN;48.870683,1.076819
Caisse d'Epargne;11425;NORMANDIE;76105;MONTIVILLIERS;5 PLACE ABBE PIERRE;49.544334,0.193351
Caisse d'Epargne;11425;NORMANDIE;76109;SAINTE ADRESSE;3 RUE EDITH CAVELL;49.508096,0.083708
Caisse d'Epargne;11425;NORMANDIE;76115;LE HAVRE SAINT NICOLAS;11 PLACE DESIRE REBEUF;49.486456,0.135189
Caisse d'Epargne;11425;NORMANDIE;76125;GODERVILLE;5 PLACE VERDUN;49.646505,0.366887
Caisse d'Epargne;11425;NORMANDIE;76128;LILLEBONNE;14 RUE THIERS;49.519544,0.533535
Caisse d'Epargne;11425;NORMANDIE;76142;CANY BARVILLE;75 RUE DU GENERAL DE GAULLE;49.787672,0.637429
Caisse d'Epargne;11425;NORMANDIE;76152;SAINT VALERY EN CAUX;18 PLACE DU MARCHE;49.868457,0.713041
Caisse d'Epargne;11425;NORMANDIE;76172;BUCHY;RUE DES ECOLES;49.584207,1.356991
Caisse d'Epargne;11425;NORMANDIE;76173;CANTELEU;5 PLACE JEAN JAURES;49.450748,1.035067
Caisse d'Epargne;11425;NORMANDIE;76190;ROUEN SAINT SEVER;43 AVENUE CHAMPLAIN;49.433881,1.092262
Caisse d'Epargne;11425;NORMANDIE;76192;ROUEN LOUIS RICARD;45 RUE LOUIS RICARD;49.446009,1.100001
Caisse d'Epargne;11425;NORMANDIE;76194;BONSECOURS;63 ROUTE DE PARIS;49.422121,1.126062
Caisse d'Epargne;11425;NORMANDIE;76206;CAUDEBEC LES ELBEUF;8 PLACE DE LA REPUBLIQUE;49.283618,1.018027
Caisse d'Epargne;11425;NORMANDIE;76209;GRAND COURONNE;54 RUE GEORGES CLEMENCEAU;49.357193,1.007983
Caisse d'Epargne;11425;NORMANDIE;76211;LE GRAND QUEVILLY PROVINCES;8 RUE MOLIERE;49.409596,1.050221
Caisse d'Epargne;11425;NORMANDIE;76213;OISSEL;67 RUE DE LA PAIX;49.341268,1.097738
Caisse d'Epargne;11425;NORMANDIE;76218;SAINT ETIENNE CARNOT;30 RUE LAZARE CARNOT;49.379927,1.107553
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30011;MACON CENTRE;10 RUE GABRIEL JEANTON;46.303422,4.829045
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30073;DIJON REPUBLIQUE;4 AVENUE GARIBALDI;47.329069,5.043574
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30113;DIJON VICTOR HUGO;102 AVENUE VICTOR HUGO;47.331777,5.020198
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30120;DIJON LAC;30 BOULEVARD GASTON BACHELARD;47.318426,5.001944
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30201;IS SUR TILLE;17 RUE DOMINIQUE ANCEMOT;47.522908,5.112832
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30202;MONTBARD;1 RUE ALFRED DEBUSSY;47.621372,4.337075
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30211;SEMUR EN AUXOIS;19 AVENUE DU GENERAL MAZILLIER;47.492369,4.340951
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30212;POUILLY EN AUXOIS;PLACE DU 11 NOVEMBRE 1918;47.262622,4.555935
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30225;AUXONNE;6 RUE COLONEL REDOUTEY;47.192076,5.390768
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30241;BRAZEY EN PLAINE;7 RUE MARECHAL DE LATTRE DE TASS;47.132437,5.216292
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30275;CHALON LECLERC;10 RUE DU GENERAL LECLERC;46.781458,4.85402
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30280;DIJON JAURES;116 AVENUE JEAN JAURES;47.3048,5.022974
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30301;NEVERS CARNOT;4 PLACE CARNOT;46.988831,3.157646
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30303;NEVERS MONTAPINS;18 RUE ROMAIN BARON;46.982289,3.127214
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30304;NEVERS MOUESSE;6 RUE DU PETIT MOUESSE;46.989033,3.171789
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30305;FOURCHAMBAULT;67 RUE GAMBETTA;47.019229,3.083055
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30309;NEVERS CHALLUY;201 ROUTE DE LYON LE CLOS RY;46.961217,3.157049
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30313;MOULINS ENGILBERT;14 PLACE LAFAYETTE;46.987227,3.811592
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30319;FONTAINE LES DIJON;24 RUE DU GENERAL DE GAULLE;47.339332,5.021395
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30331;COSNE SUR LOIRE;9 BOULEVARD DE LA REPUBLIQUE;47.410332,2.925552
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30353;GUERIGNY;42 GRANDE RUE;47.086113,3.193001
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30363;LONS PASTEUR;3 RUE PASTEUR;46.67352,5.555483
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30412;ETANG SUR ARROUX;ROUTE DE TOULON;46.864343,4.190469
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30421;CREUSOT LA CROIX MENEE;7 RUE DE MAZENAY;46.802487,4.449939
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30424;MONTCHANIN;95 AVENUE DE LA REPUBLIQUE;46.748813,4.46943
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30430;GUEUGNON;33 RUE DE LA LIBERTE;46.600516,4.061139
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30452;SAINT VALLIER;11 RUE GAMBETTA;46.641096,4.371225
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30503;BAUME LES DAMES;20 RUE DES GLYCINES;47.348223,6.357236
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30507;ROCHE LEZ BEAUPRE;37 ROUTE NATIONALE;47.2754,6.11249
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30519;BESANCON SAINT FERJEUX;112 RUE DE DOLE;47.2304,5.99345
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30525;SAINT REMY;12 PLACE DU PONT PARON;46.773631,4.833396
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30531;LOUHANS;108 GRANDE RUE;46.629486,5.224505
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30550;BESANCON CHATEAUFARINE;RUE RENE CHAR;47.2176,5.94706
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30569;QUINGEY;PLACE DE L'HOTEL DE VILLE;47.102339,5.883318
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30601;AUXERRE CENTRE;31-33 RUE DE PARIS;47.796121,3.568921
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30602;BESANCON PLACE DU MARCHE;15 RUE DES BOUCHERIES;47.2399,6.02161
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30603;TONNERRE;20 22 RUE DE L HOPITAL;47.856796,3.974947
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30617;SAINT FARGEAU;20 RUE MAX PAUTRAT;47.640037,3.070972
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30620;AVALLON;6 BIS RUE DE LYON;47.490274,3.910283
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30630;AUXERRE JEAN JAURES;11 AVENUE JEAN JAURES;47.797151,3.579103
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30648;ECOLE VALENTIN;4 RUE DE CHATILLON;47.2792,5.99349
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30700;PONTARLIER EUROPE;25 RUE DE SALINS;46.906288,6.347932
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30702;MORTEAU;3 PLACE DE L'HOTEL DE VILLE;47.056427,6.604798
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30707;MAICHE;5 RUE DU MONT MIROIR;47.252492,6.804536
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30712;VALDAHON;36 GRANDE RUE;47.147626,6.342811
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30713;MIGENNES;74 AVENUE JEAN JAURES;47.963804,3.512456
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30715;ORNANS;79 RUE PIERRE VERNIER;47.105389,6.148545
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30735;MONTBELIARD CENTRE;10 PLACE SAINT MARTIN;47.509999,6.797961
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30750;SAINT FLORENTIN;16 PLACE DE LA HALLE;48.002654,3.730339
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30754;AUDINCOURT;60 GRANDE RUE;47.482551,6.840195
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30770;PONT DE ROIDE;20 PLACE DU GENERAL DE GAULLE;47.382091,6.770929
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30775;HERICOURT;18 RUE LEON JOUHAUX;47.576963,6.762108
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30777;GIROMAGNY;5 RUE MAGINOT;47.741762,6.827437
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30781;DANJOUTIN;3 RUE DU GENERAL DE GAULLE;47.615272,6.859927
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30851;LONS LE SAUNIER MARJORIE;CENTRE COMMERCIAL LA MARJORIE;46.675675,5.556327
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30852;MONTMOROT;10 RUE BRIAND;46.675232,5.530841
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30855;ORGELET;6 PLACE DES DEPORTES;46.522013,5.611759
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30862;LES ROUSSES;371 RUE PASTEUR;46.484167,6.060408
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30863;DOLE GREVY;4 ET 5 PLACE GREVY;47.095164,5.496596
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30865;DOLE POINTELIN;33 PLACE POINTELIN;47.090213,5.490666
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30866;TAVAUX;29 AVENUE DU PRÉSIDENT KENNEDY;47.042262,5.416607
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30869;POLIGNY;18 PLACE DES DEPORTES;46.833949,5.708948
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30870;SALINS LES BAINS;88 RUE DE LA REPUBLIQUE;46.933584,5.877839
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30874;JUSSEY;7 RUE DE L'HOTEL DE VILLE;47.825181,5.902619
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30876;MARNAY;34 GRANDE RUE;47.289842,5.771742
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30880;MELISEY;24 GRANDE RUE;47.7537,6.579857
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30881;LUXEUIL LES BAINS;7 9 RUE JULES JEANNENEY;47.815281,6.38098
Caisse d'Epargne;12135;BOURGOGNE - FRANCHE-COMTE;30884;CENTRE D'AFFAIRES NORD FCOMTE;1 RUE ADOLPHE MOPPERT;47.642262,6.858108
Caisse d'Epargne;13135;MIDI PYRENEES;13;FONSORBES;2308, ROUTE DE TARBES;43.536686,1.23074
Caisse d'Epargne;13135;MIDI PYRENEES;14;TOULOUSE ARCOLE;2, BOULEVARD D'ARCOLE;43.610788,1.443243
Caisse d'Epargne;13135;MIDI PYRENEES;15;TOULOUSE SAINT CYPRIEN;2 PLACE ROGUET;43.597405,1.429717
Caisse d'Epargne;13135;MIDI PYRENEES;21;TOULOUSE CARNOT;18, RUE DES FRERES LION;43.600215,1.452446
Caisse d'Epargne;13135;MIDI PYRENEES;22;TOULOUSE BONNEFOY;1, RUE DU FAUBOURG BONNEFOY;43.616214,1.45309
Caisse d'Epargne;13135;MIDI PYRENEES;24;TOULOUSE GUILHEMERY;30, AVENUE DE CASTRES;43.600708,1.470503
Caisse d'Epargne;13135;MIDI PYRENEES;27;TOULOUSE JEAN JAURES;27, ALLEE JEAN JAURES;43.606678,1.449533
Caisse d'Epargne;13135;MIDI PYRENEES;38;GRENADE;45, RUE GAMBETTA;43.772325,1.292827
Caisse d'Epargne;13135;MIDI PYRENEES;40;LEGUEVIN;12 RUE DU LANGUEDOC;43.599792,1.234568
Caisse d'Epargne;13135;MIDI PYRENEES;45;SAINT LYS;21 ROUTE DE TOULOUSE;43.514551,1.177241
Caisse d'Epargne;13135;MIDI PYRENEES;47;TOURNEFEUILLE;58, RUE GASTON DOUMERGUE;43.583542,1.345204
Caisse d'Epargne;13135;MIDI PYRENEES;50;VILLEMUR SUR TARN;33, RUE DE LA REPUBLIQUE;43.864411,1.504368
Caisse d'Epargne;13135;MIDI PYRENEES;53;MONTESQUIEU VOLVESTRE;5 PLACE DE LA HALLE;43.208298,1.230676
Caisse d'Epargne;13135;MIDI PYRENEES;55;BLAGNAC PUIG;PLACE JEAN LOUIS PUIG;43.634455,1.39743
Caisse d'Epargne;13135;MIDI PYRENEES;56;RIEUMES;5, PLACE DE LA PATTE D'OIE;43.411859,1.117232
Caisse d'Epargne;13135;MIDI PYRENEES;60;L'UNION;RUE DU TOURMALET;43.657281,1.482351
Caisse d'Epargne;13135;MIDI PYRENEES;61;CUGNAUX;13  RUE DU PRE VICINAL;43.537489,1.342733
Caisse d'Epargne;13135;MIDI PYRENEES;63;RAMONVILLE SAINT AGNE;245, ROUTE DE NARBONNE;43.555246,1.466506
Caisse d'Epargne;13135;MIDI PYRENEES;71;TOULOUSE BELLEFONTAINE;64 ALLEE DE BELLEFONTAINE;43.565795,1.39932
Caisse d'Epargne;13135;MIDI PYRENEES;75;SAINT GAUDENS;2, RUE VOLTAIRE;43.108765,0.723246
Caisse d'Epargne;13135;MIDI PYRENEES;79;MONTREJEAU;6, PLACE VALENTIN ABEILLE;43.085437,0.568772
Caisse d'Epargne;13135;MIDI PYRENEES;82;BEAUZELLE;51 ROUTE DE GRENADE;43.668442,1.369072
Caisse d'Epargne;13135;MIDI PYRENEES;85;CASTELGINEST;6, RUE MAGRESSOLLES;43.69263,1.429121
Caisse d'Epargne;13135;MIDI PYRENEES;92;PIBRAC;CENTRE COMMERCIAL STE GERMAINE;43.618841,1.284948
Caisse d'Epargne;13135;MIDI PYRENEES;93;SAINT JEAN;1 PLACE FRANCOIS MITTERRAND;43.665177,1.505589
Caisse d'Epargne;13135;MIDI PYRENEES;101;BRUGUIERES;1 PLACE DE LA REPUBLIQUE;43.727822,1.410753
Caisse d'Epargne;13135;MIDI PYRENEES;119;BLAGNAC GRAND NOBLE;24, PLACE DE CATALOGNE;43.641356,1.379369
Caisse d'Epargne;13135;MIDI PYRENEES;251;TOULOUSE LANGUEDOC;40, RUE DU LANGUEDOC;43.598188,1.445703
Caisse d'Epargne;13135;MIDI PYRENEES;254;TOULOUSE ST MICHEL;16 GRANDE RUE ST MICHEL;43.585198,1.447689
Caisse d'Epargne;13135;MIDI PYRENEES;262;LAVELANET;PL DE LATTRE DE TASSIGNY;42.932354,1.848694
Caisse d'Epargne;13135;MIDI PYRENEES;264;VARILHES;2, AVENUE DU 8 MAI 1945;43.04601,1.629281
Caisse d'Epargne;13135;MIDI PYRENEES;306;MARCILLAC VALLON;PLACE DES ECOLES;44.474237,2.462423
Caisse d'Epargne;13135;MIDI PYRENEES;308;RODEZ FAUBOURG;69, RUE SAINT-CYRICE;44.355689,2.576368
Caisse d'Epargne;13135;MIDI PYRENEES;310;LA PRIMAUBE;CENTRE COMMERCIAL L'HORIZON;44.2958,2.557452
Caisse d'Epargne;13135;MIDI PYRENEES;313;ESPALION;29, BOULEVARD GUIZARD;44.524485,2.764682
Caisse d'Epargne;13135;MIDI PYRENEES;342;SAINT AFFRIQUE;69, BOULEVARD DE VERDUN;43.958212,2.88376
Caisse d'Epargne;13135;MIDI PYRENEES;345;VILLEFRANCHE SARZANA;PLACE SARZANA;44.353284,2.03258
Caisse d'Epargne;13135;MIDI PYRENEES;352;AUBIN;2 RUE HENRI BARBUSSE;44.52706,2.244278
Caisse d'Epargne;13135;MIDI PYRENEES;401;AUCH PATTE D'OIE;1, PLACE DE VERDUN;43.648642,0.592514
Caisse d'Epargne;13135;MIDI PYRENEES;414;MARCIAC;10- 12 PLACE DE L'HOTEL DE VILLE;43.523599,0.160881
Caisse d'Epargne;13135;MIDI PYRENEES;415;MASSEUBE;2, AVENUE DU GENERAL DE GAULLE;43.429121,0.578824
Caisse d'Epargne;13135;MIDI PYRENEES;420;LECTOURE;130, RUE NATIONALE;43.935077,0.618535
Caisse d'Epargne;13135;MIDI PYRENEES;422;EAUZE;6 AVENUE DES PYRENEES;43.859134,0.100448
Caisse d'Epargne;13135;MIDI PYRENEES;423;NOGARO;5, PLACE JEANNE D'ARC;43.758047,-0.033402
Caisse d'Epargne;13135;MIDI PYRENEES;440;FLEURANCE;83, RUE DE LA REPUBLIQUE;43.848864,0.662654
Caisse d'Epargne;13135;MIDI PYRENEES;459;CAHORS TERRE ROUGE;RUE JEAN RACINE;44.460899,1.454522
Caisse d'Epargne;13135;MIDI PYRENEES;460;CAHORS MARYSE BASTIE;388  AVENUE MARYSE BASTIE;44.456842,1.425857
Caisse d'Epargne;13135;MIDI PYRENEES;506;TARBES ARSENAL;39, RUE ALSACE LORRAINE;43.245961,0.073111
Caisse d'Epargne;13135;MIDI PYRENEES;508;TARBES LA GESPE;13, BD DE LATTRE DE TASSIGNY;43.228788,0.056203
Caisse d'Epargne;13135;MIDI PYRENEES;547;ALBI RAYSSAC;AVENUE MARECHAL JUIN;43.915297,2.131885
Caisse d'Epargne;13135;MIDI PYRENEES;585;CASTRES LES LICES;35, BOULEVARD MARECHAL FOCH;43.603299,2.23849
Caisse d'Epargne;13135;MIDI PYRENEES;586;LABRUGUIERE;5, BOULEVARD DE LA REPUBLIQUE;43.538588,2.263532
Caisse d'Epargne;13135;MIDI PYRENEES;592;SOUAL;12-14 GRAND RUE;43.554472,2.115746
Caisse d'Epargne;13135;MIDI PYRENEES;597;CASTRES CARNOT;9 PLACE CARNOT;43.605723,2.245613
Caisse d'Epargne;13135;MIDI PYRENEES;604;MAZAMET GAMBETTA;5 QUAI CHARLES CAZENAVE;43.490778,2.376246
