nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;coords
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00538;LA ROCHELLE LES MINIMES;107, ave Michel Crepeau;46.14887,-1.158539
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00561;BERGERAC RIVE GAUCHE;24, bd Louis PIMOND;44.841916,0.469736
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00562;MEYSSAC;Pl de la Poste;45.05386,1.673705
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00563;VAUX SUR MER PONTAILLAC;9, bd de la Côte de Beauté;45.628888,-1.054335
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00566;CHATEAUBERNARD;2, rue de Vauzelle;45.685905,-0.304798
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;03402;ST CYPRIEN;Rue Gambetta;44.869141,1.043683
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;05002;DUN LE PALESTEL;Grande Rue;46.305184,1.665256
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;05003;BOUSSAC;5, rue de la République;46.34784,2.215062
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;07802;AMBAZAC;8, rue Jouanet;45.958007,1.400928
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00619;CHARRON;4, rue du 19 mars 1962;46.297939,-1.104917
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00680;ST MARTIN DE RE;Route de la Flotte;46.198618,-1.357191
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00379;SAUVETERRE DE GUYENNE;21, PLACE DE LA REPUBLIQUE;44.693129,-0.086439
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00395;VERGT;46, GRAND RUE;45.026411,0.716451
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00712;GUJAN MESTRAS REPUBLIQUE;78, cours de la République;44.638812,-1.062717
Banque Populaire;10907;Banque Populaire Aquitaine Centre Atlantique;00722;CIBOURE;3, avenue Jean-Jaurès;43.384333,-1.666618
Banque Populaire;13507;Banque Populaire du Nord;00013;BAILLEUL;38-40, pl Charles de Gaulle;50.739198,2.73369
Banque Populaire;13507;Banque Populaire du Nord;00015;MARCQ EN BAROEUL CLEMENCEAU;Angle rue Nationale - Bd Clemenceau;50.664828,3.075374
Banque Populaire;13507;Banque Populaire du Nord;00016;SOMAIN;14 A, pl Jean Jaurès;50.358745,3.281818
Banque Populaire;13507;Banque Populaire du Nord;00017;LOMME;894, ave de Dunkerque;50.659375,2.975883
Banque Populaire;13507;Banque Populaire du Nord;00018;LA BASSEE;2, ave Jean-Baptiste Lebas;50.530689,2.804111
Banque Populaire;13507;Banque Populaire du Nord;00020;LILLE ST SEBASTIEN;46 bis, rue St Sébastien;50.620972,3.056461
Banque Populaire;13507;Banque Populaire du Nord;00021;GRAVELINES;1, pl Albert Denvers;50.986931,2.12596
Banque Populaire;13507;Banque Populaire du Nord;00022;SAINT SAULVE;137, rue Jean Jaurès;50.369477,3.552353
Banque Populaire;13507;Banque Populaire du Nord;00024;SIN LE NOBLE;153, rue de Verdun;50.363547,3.113347
Banque Populaire;13507;Banque Populaire du Nord;00025;LILLE VICTOR HUGO;1-3, rue d'Arras;50.621138,3.066032
Banque Populaire;13507;Banque Populaire du Nord;00027;BOVES;Bd Michel Strogoff;49.865678,2.369563
Banque Populaire;13507;Banque Populaire du Nord;00033;ETAPLES CREDIT MARITIME;5, bd Impératrice;50.51419,1.635872
Banque Populaire;13507;Banque Populaire du Nord;00044;CAMBRAI FAUBOURG DU CATEAU;2, ave Victor Hugo;50.17485,3.249196
Banque Populaire;13507;Banque Populaire du Nord;00046;LAMBERSART BOURG;83, rue du Bourg;50.652539,3.030524
Banque Populaire;13507;Banque Populaire du Nord;00047;HEM;2, rue Jules Guesde;50.652769,3.187129
Banque Populaire;13507;Banque Populaire du Nord;00049;DOUAI FAUBOURG DE BETHUNE;252, rue de Bethune;50.375711,3.066457
Banque Populaire;13507;Banque Populaire du Nord;00052;ROUBAIX BD FOURMIES;137, bd de Fourmies;50.674775,3.183436
Banque Populaire;13507;Banque Populaire du Nord;00054;HARNES;39, rue des Fusillés;50.444376,2.905167
Banque Populaire;13507;Banque Populaire du Nord;00059;ESTAIRES;34, rue du Général de Gaulle;50.644136,2.723675
Banque Populaire;13507;Banque Populaire du Nord;00060;MARLY;58, ave Henri Barbusse;50.351206,3.539687
Banque Populaire;13507;Banque Populaire du Nord;00062;WAVRIN;9A/9B, pl de la République;50.569123,2.931367
Banque Populaire;13507;Banque Populaire du Nord;00066;CHAUNY;7, rue de la République;49.614797,3.21925
Banque Populaire;13507;Banque Populaire du Nord;00067;DAINVILLE;2, ave Lavoisier;50.286996,2.744471
Banque Populaire;13507;Banque Populaire du Nord;00106;ROUBAIX;Angle du 47 bis, bd du Général Leclerc;50.689243,3.17698
Banque Populaire;13507;Banque Populaire du Nord;00107;RETHEL;35, rue Gambetta;49.505768,4.362909
Banque Populaire;13507;Banque Populaire du Nord;00108;BOULOGNE SUR MER;87, rue Thiers;50.725103,1.60389
Banque Populaire;13507;Banque Populaire du Nord;00113;AMIENS;4, rue des Vergeaux;49.893914,2.2975
Banque Populaire;13507;Banque Populaire du Nord;00116;LAON;3, rue Roger Salengro;49.568362,3.624597
Banque Populaire;13507;Banque Populaire du Nord;00136;FACHES THUMESNIL;Ctre Cial Auchan;50.597964,3.070966
Banque Populaire;13507;Banque Populaire du Nord;00141;CAMBRAI;27, mail Saint Martin;50.174478,3.232292
Banque Populaire;13507;Banque Populaire du Nord;00142;ST QUENTIN;33, rue Emile Zola;49.846273,3.285592
Banque Populaire;13507;Banque Populaire du Nord;00144;SEDAN;6, pl Goulden;49.701749,4.94392
Banque Populaire;13507;Banque Populaire du Nord;00149;LILLE GAMBETTA;215-217, rue Léon Gambetta;50.628827,3.053248
Banque Populaire;13507;Banque Populaire du Nord;00152;LA MADELEINE;188, rue du Général de Gaulle;50.65633,3.07391
Banque Populaire;13507;Banque Populaire du Nord;00157;LILLE NATIONALE;106, rue Nationale;50.642583,3.056156
Banque Populaire;13507;Banque Populaire du Nord;00168;LILLE JOIRE PAJOT MARTIN;27, rue Faidherbe;50.637071,3.06667
Banque Populaire;13507;Banque Populaire du Nord;00169;ST ANDRE;143, rue du Maréchal Leclerc;50.663275,3.050005
Banque Populaire;13507;Banque Populaire du Nord;00171;DOUAI SUZANNE LANOY;52, pl Suzanne Lanoy;50.368742,3.078701
Banque Populaire;13507;Banque Populaire du Nord;00178;VALENCIENNES TERTIALES;4 bis, rue des Cents Têtes;50.364029,3.529679
Banque Populaire;13507;Banque Populaire du Nord;00183;HAZEBROUCK;63, pl du Général de Gaulle;50.722098,2.535866
Banque Populaire;13507;Banque Populaire du Nord;00184;NOEUX LES MINES;143, rue Nationale;50.480115,2.664073
Banque Populaire;13507;Banque Populaire du Nord;00185;ARRAS MINELLE;1, pl de Tchécoslovaquie;50.29735,2.769366
Banque Populaire;13507;Banque Populaire du Nord;00192;TOURCOING BRUN PAIN;313, chaussée Denis Papin;50.729725,3.139076
Banque Populaire;13507;Banque Populaire du Nord;00193;ST QUENTIN GARE;19, pl du 8 Octobre;49.842126,3.294828
Banque Populaire;13507;Banque Populaire du Nord;00063;MONTREUIL;57, pl du Général de Gaulle;50.46228,1.759978
Banque Populaire;11307;CASDEN Banque Populaire;DD004;CASDEN MANOSQUE;3 BD CASIMIR PELLOUTIER;43.833638,5.780962
Banque Populaire;11307;CASDEN Banque Populaire;DD014;CASDEN CAEN;54 AVENUE DE L'HIPPODROME;49.177884,-0.367661
Banque Populaire;11307;CASDEN Banque Populaire;DD002;CASDEN LAON;1 RUE FERNAND THUILLART;49.569115,3.632972
Banque Populaire;11307;CASDEN Banque Populaire;DD021;CASDEN DIJON;3 RUE DE MULHOUSE;47.326185,5.04697
Banque Populaire;11307;CASDEN Banque Populaire;DD015;CASDEN AURILLAC;RUE DU 139E REGIMENT INFANTERIE;44.924507,2.443264
Banque Populaire;11307;CASDEN Banque Populaire;DD024;CASDEN PERIGUEUX;20 PLACE FRANCHEVILLE;45.182127,0.718938
Banque Populaire;11307;CASDEN Banque Populaire;DD025;CASDEN BESANCON;8, Rue Jacquard;47.239,5.99379
Banque Populaire;11307;CASDEN Banque Populaire;DD029;CASDEN BREST;47 RUE BRANDA;48.392805,-4.480647
Banque Populaire;11307;CASDEN Banque Populaire;DD034;CASDEN MONTPELLIER;191, rue Shirin Ebadi;43.59827,3.899388
Banque Populaire;11307;CASDEN Banque Populaire;DD046;CASDEN CAHORS;111 BOULEVARD GAMBETTA;44.444183,1.441932
Banque Populaire;11307;CASDEN Banque Populaire;DD054;CASDEN LAXOU;2 Avenue Sainte Anne;48.684844,6.156033
Banque Populaire;11307;CASDEN Banque Populaire;DD055;CASDEN VERDUN;7 RUE LOUIS MAURY;49.161967,5.381548
Banque Populaire;11307;CASDEN Banque Populaire;DD044;CASDEN NANTES;68 BD MEUSNIER DE QUERLON;47.227423,-1.573884
Banque Populaire;11307;CASDEN Banque Populaire;DD049;CASDEN ANGERS;LE FRONT DE MAINE;47.477823,-0.547456
Banque Populaire;11307;CASDEN Banque Populaire;DD057;CASDEN METZ;3 Rue Lafayette;49.108982,6.174552
Banque Populaire;11307;CASDEN Banque Populaire;DD066;CASDEN PERPIGNAN;2 AVENUE PAUL ALDUY;42.686843,2.901702
Banque Populaire;11307;CASDEN Banque Populaire;DD070;CASDEN VESOUL;16 RUE GEORGES GENOUX;47.622218,6.156716
Banque Populaire;11307;CASDEN Banque Populaire;DD060;CASDEN CREIL;RESIDENCE ARCADIE;49.256845,2.477453
Banque Populaire;11307;CASDEN Banque Populaire;DD64A;CASDEN PAU;26 COURS LYAUTEY;43.307624,-0.363839
Banque Populaire;11307;CASDEN Banque Populaire;DD074;CASDEN ANNECY;6 CHEMIN DES FINS SUD;45.90875,6.122523
Banque Populaire;11307;CASDEN Banque Populaire;DD075;CASDEN PARIS;43 BOULEVARD DU MONTPARNASSE;48.844788,2.321783
Banque Populaire;11307;CASDEN Banque Populaire;DD081;CASDEN ALBI;11 Boulevard Montebello;43.924212,2.151128
Banque Populaire;11307;CASDEN Banque Populaire;DD087;CASDEN LIMOGES;90 RUE FRANCOIS PERRIN;45.828809,1.243001
Banque Populaire;11307;CASDEN Banque Populaire;DD088;CASDEN EPINAL;4 Place Stein;48.17348,6.445279
Banque Populaire;11307;CASDEN Banque Populaire;DD078;CASDEN MONTGNY-LE-BRETONNEUX;12 ter rue Joël LE THEULE;48.785748,2.044801
Banque Populaire;11307;CASDEN Banque Populaire;DD76B;CASDEN LE HAVRE;151 RUE DU MARECHAL JOFFRE;49.500047,0.128053
Banque Populaire;11307;CASDEN Banque Populaire;DD77C;CASDEN CHAMPS-SUR-MARNE;7 RUE NELSON MANDELA;48.845048,2.581654
Banque de Savoie;10548;Banque de Savoie;221;ESPACE PATRIMOINE ANNECY;2 Rue du PAQUIER (2° étage);45.901106,6.127106
Banque de Savoie;10548;Banque de Savoie;80;CAE CHAMBERY;6 boulevard du Theatre;45.566241,5.923484
Banque de Savoie;10548;Banque de Savoie;1281;LES SAISIES;Le Grand Mont;45.749702,6.583978
Banque de Savoie;10548;Banque de Savoie;1286;BEAUFORT SUR DORON;Rue Pierre Blanc;45.717437,6.574508
Banque de Savoie;10548;Banque de Savoie;992;LA MOTTE SERVOLEX;25 rue Théodore REINACH;45.597146,5.874413
Banque de Savoie;10548;Banque de Savoie;1100;AIX LES BAINS;141 rue de Genève;45.690734,5.913031
Banque de Savoie;10548;Banque de Savoie;1200;GROUPE OLYMPIQUE ALBERTVILLE;735 avenue Joseph Fontanet;45.661133,6.370802
Banque de Savoie;10548;Banque de Savoie;1580;COURCHEVEL;La Croisette;45.415159,6.633656
Banque de Savoie;10548;Banque de Savoie;1581;MERIBEL LES ALLUES;ROUTE CHAUDANNE;45.403109,6.563981
Banque de Savoie;10548;Banque de Savoie;1780;ALLEVARD;Rue Charramil;45.393015,6.074235
Banque de Savoie;10548;Banque de Savoie;1800;SAINT JEAN DE MAURIENNE;Place Fodéré;45.277942,6.342864
Banque de Savoie;10548;Banque de Savoie;1600;PONT DE BEAUVOISIN;4 rue du Pont;45.536305,5.672682
Banque de Savoie;10548;Banque de Savoie;6300;LYON LUMIERE;141, Avenue des Frères Lumière;45.74335,4.874923
Banque de Savoie;10548;Banque de Savoie;700;DRUMETTAZ AGENCE DU GOLF;246 avenue du Golf;45.663454,5.909061
Banque de Savoie;10548;Banque de Savoie;3000;PONTCHARRA;15 avenue du Dauphiné;45.431438,6.021383
Banque de Savoie;10548;Banque de Savoie;1000;MONTMELIAN;10 avenue de Savoie;45.500926,6.050378
Banque de Savoie;10548;Banque de Savoie;2300;SALLANCHES;36 place Charles Albert;45.935662,6.631358
Banque de Savoie;10548;Banque de Savoie;1300;BOURG SAINT MAURICE;68 place Marcel Gaimard;45.618143,6.769568
Banque de Savoie;10548;Banque de Savoie;1882;LA TOUSSUIRE;La Résidence;45.249186,6.293843
Banque de Savoie;10548;Banque de Savoie;3600;CLUSES;28 avenue de la Libération;46.060191,6.578881
Banque de Savoie;10548;Banque de Savoie;6280;EDGAR QUINET;21 avenue de Saxe;45.766494,4.844523
Banque de Savoie;10548;Banque de Savoie;1700;LA ROCHETTE;18, rue Maurice Rey;45.456491,6.119267
Banque de Savoie;10548;Banque de Savoie;110;LA RAVOIRE;53 rue de la Concorde;45.560872,5.968109
Banque de Savoie;10548;Banque de Savoie;2000;RUMILLY;Place d'Armes;45.863826,5.945732
Banque de Savoie;10548;Banque de Savoie;2600;THONON-LES-BAINS;13 avenue du Général de Gaulle;46.369611,6.47588
Banque de Savoie;10548;Banque de Savoie;120;WE BANQUE DE SAVOIE;27 allée Albert Sylvestre;45.581359,5.909348
Banque de Savoie;10548;Banque de Savoie;100;SAINT ALBAN LEYSSE;87 avenue de Chambéry;45.573659,5.950419
Banque de Savoie;10548;Banque de Savoie;400;COGNIN;34 route de Lyon;45.561034,5.898039
Banque de Savoie;10548;Banque de Savoie;2380;MEGEVE;51 rue de la Poste;45.855869,6.616129
Banque de Savoie;10548;Banque de Savoie;200;METZ TESSY;34 RUE DE LA GRENETTE;45.938708,6.105243
Banque de Savoie;10548;Banque de Savoie;83;CAE LYON;71 rue Jean Zay;45.711041,4.904279
Banque de Savoie;10548;Banque de Savoie;1381;TIGNES;Immeuble Les Hauts Lieux - Le Rosset;45.468957,6.909401
Banque de Savoie;10548;Banque de Savoie;1880;VALLOIRE;Nouvelle Avenue;45.164276,6.427243
Banque de Savoie;10548;Banque de Savoie;1400;MODANE;8 place Sommeiller;45.193607,6.658278
Banque de Savoie;10548;Banque de Savoie;1500;MOUTIERS;130 avenue de la Libération;45.483699,6.529756
Banque de Savoie;10548;Banque de Savoie;4000;BELLEGARDE;6 rue Lamartine;46.109167,5.827715
Banque de Savoie;10548;Banque de Savoie;1589;AIME;272 Grande Rue;45.55694,6.651158
Banque de Savoie;10548;Banque de Savoie;1885;LA CHAMBRE;96 place du Marché;45.358712,6.299761
Banque de Savoie;10548;Banque de Savoie;2400;ANNEMASSE;5, rue du Commerce;46.193599,6.23486
Banque de Savoie;10548;Banque de Savoie;2500;CHAMONIX-MONT-BLANC;1 place Jacques Balmat;45.908225,6.854137
Credit Cooperatif;42559;Crédit Coopératif;65;LILLE EUROPE;2, ave Kaarst - EURALILLE;50.635785,3.077564
Credit Cooperatif;42559;Crédit Coopératif;76;LE HAVRE;6, cours du Commandant Fratacci;49.49119,0.123474
Credit Cooperatif;42559;Crédit Coopératif;95;CHAMALIERES;33, bd Berthelot;45.779823,3.070645
Credit Cooperatif;42559;Crédit Coopératif;59;e-agence association;92, Boulevard de Pesaro;48.894965,2.226339
Credit Cooperatif;42559;Crédit Coopératif;2;MASSY;2, pl du Vieux Clocher;48.730338,2.273551
Credit Cooperatif;42559;Crédit Coopératif;3;PARIS GARE DE L'EST;102, bd de Magenta;48.877876,2.354889
Credit Cooperatif;42559;Crédit Coopératif;5;PARIS ALESIA;99, rue de la Tombe Issoire;48.826475,2.33208
Credit Cooperatif;42559;Crédit Coopératif;8;PARIS NATION;252, bd Voltaire;48.850901,2.391372
Credit Cooperatif;42559;Crédit Coopératif;13;VALENCE;43, rue Denis Papin;44.924706,4.891346
Credit Cooperatif;42559;Crédit Coopératif;17;ST ETIENNE;12, esplanade de France;45.442893,4.400837
Credit Cooperatif;42559;Crédit Coopératif;21;TOULOUSE;6, rue Raymond IV;43.609588,1.447064
Credit Cooperatif;42559;Crédit Coopératif;23;NOISIEL MARNE LA VALLEE;60, crs des Roches;48.842794,2.613976
Credit Cooperatif;42559;Crédit Coopératif;28;PARIS OPERA;13, bd des Italiens;48.871813,2.335822
Credit Cooperatif;42559;Crédit Coopératif;35;CARCASSONNE;95, ave du Général Leclerc;43.209085,2.36869
Credit Cooperatif;42559;Crédit Coopératif;37;NIMES;45, avenue Jean-Jaurès;43.839517,4.378138
Credit Cooperatif;42559;Crédit Coopératif;46;NIORT;17, rue Henri Sellier;46.313889,-0.484451
Credit Cooperatif;42559;Crédit Coopératif;52;LE MANS;100, avenue du Général Leclerc;47.996712,0.193454
Credit Cooperatif;42559;Crédit Coopératif;57;LORIENT;16, bd Svob;47.750543,-3.367765
Credit Cooperatif;42559;Crédit Coopératif;61;LILLE CENTRE;16 bis, rue de Tenremonde;50.619651,3.062891
Credit Cooperatif;42559;Crédit Coopératif;62;DUNKERQUE;3-5, rue du Président Wilson;51.035291,2.375012
Credit Cooperatif;42559;Crédit Coopératif;71;ROUEN;22, rue Alsace Lorraine;49.438772,1.098906
Credit Cooperatif;42559;Crédit Coopératif;75;CAEN;10, pl du Maréchal Foch;49.17818,-0.359383
Credit Cooperatif;42559;Crédit Coopératif;81;STRASBOURG;1, quai Kléber;48.584904,7.741305
Credit Cooperatif;42559;Crédit Coopératif;85;NANCY;81, rue Saint Georges;48.69225,6.186756
Credit Cooperatif;42559;Crédit Coopératif;38;AIX EN PROVENCE;150, ave Georges Pompidou;43.527586,5.438827
Credit Cooperatif;42559;Crédit Coopératif;73;CERGY PONTOISE;10-12, boulevard de l'Oise;49.041835,2.059277
Credit Cooperatif;42559;Crédit Coopératif;9;NANTERRE LA DEFENSE;96, rue des Trois Fontanot;48.894889,2.2239
Credit Cooperatif;42559;Crédit Coopératif;15;DIJON KELLERMANN;1, ave Kellermann;47.350583,5.047288
Credit Cooperatif;42559;Crédit Coopératif;26;TOURS;4, rue des Tanneurs;47.396187,0.683461
Credit Cooperatif;42559;Crédit Coopératif;27;MELUN;11, rue de la Brasserie Grüber;48.526632,2.652681
Credit Cooperatif;42559;Crédit Coopératif;40;BORDEAUX QUINCONCES;3, pl des Quinconces;44.844537,-0.575195
Credit Cooperatif;42559;Crédit Coopératif;42;POITIERS;4, rue du Chaudron d'Or;46.580853,0.341395
Credit Cooperatif;42559;Crédit Coopératif;44;BAYONNE;36, allées Marines;43.497699,-1.486084
Credit Cooperatif;42559;Crédit Coopératif;45;LIMOGES;267, rue de Toulouse;45.813128,1.281071
Credit Cooperatif;42559;Crédit Coopératif;50;AGEN;14, pl Jean Baptiste Durand;44.204245,0.618522
Credit Cooperatif;42559;Crédit Coopératif;51;NANTES;38, rue du Pré Gauchet;47.21453,-1.539875
Credit Cooperatif;42559;Crédit Coopératif;55;RENNES;20, rue de l'Alma;48.103184,-1.677154
Credit Cooperatif;42559;Crédit Coopératif;63;AMIENS;5, pl Léon Debouverie;49.894881,2.295724
Credit Cooperatif;42559;Crédit Coopératif;80;SARLAT LA CANEDA;54, ave Thiers;44.88397,1.217455
Credit Cooperatif;42559;Crédit Coopératif;82;REIMS;5, rue Gaston Boyer;49.260719,4.021639
Credit Cooperatif;42559;Crédit Coopératif;83;BESANCON;7, ave Montboucons;47.2513,5.99967
Credit Cooperatif;42559;Crédit Coopératif;86;METZ;35 bis, ave Foch;49.111496,6.178461
Credit Cooperatif;42559;Crédit Coopératif;33;AVIGNON;1, pl Carnot;43.948927,4.808354
Credit Cooperatif;42559;Crédit Coopératif;1;PARIS COURCELLES;80, rue de Courcelles;48.878323,2.304933
Credit Cooperatif;42559;Crédit Coopératif;6;ST DENIS;4, allée Verte;48.940203,2.355785
Credit Cooperatif;42559;Crédit Coopératif;7;VERSAILLES;5-7, rue du Maréchal Foch;48.805521,2.131252
Credit Cooperatif;42559;Crédit Coopératif;14;LE PUY EN VELAY;2, ave Soulier;45.037994,3.884257
Credit Cooperatif;42559;Crédit Coopératif;16;GRENOBLE;64, bd Gambetta;45.182679,5.726703
Credit Cooperatif;42559;Crédit Coopératif;18;ANNECY;3, pl Marie Curie;45.90316,6.122378
Credit Cooperatif;42559;Crédit Coopératif;19;GRENOBLE MISTRAL;26, rue Gustave Eiffel-Grenoble;45.182047,5.728161
Credit Cooperatif;42559;Crédit Coopératif;22;MAISON ALFORT;2, rue Marc Sangnier;48.805096,2.442637
Credit Cooperatif;42559;Crédit Coopératif;24;EVRY COURCOURONNES;17-19, rue Michel Ange;48.624571,2.423286
Credit Cooperatif;42559;Crédit Coopératif;25;ORLEANS;37, ave de Paris;47.910123,1.904054
Credit Cooperatif;42559;Crédit Coopératif;32;NICE;455, Promenade des Anglais;43.667161,7.216494
Credit Cooperatif;42559;Crédit Coopératif;34;MONTPELLIER;4, boulevard Vieussens;43.599785,3.876169
Credit Cooperatif;42559;Crédit Coopératif;41;BORDEAUX GARONNE;51, quai de Paludate;44.851986,-0.568695
Credit Cooperatif;42559;Crédit Coopératif;43;PAU;24, rue Ronsard;43.318309,-0.356167
Credit Cooperatif;42559;Crédit Coopératif;54;BRIVE LA GAILLARDE;16, rue de l'Hôtel de Ville;45.157274,1.531823
Credit Cooperatif;42559;Crédit Coopératif;56;QUIMPER;6, rue de Falkirk;47.995545,-4.108385
Credit Cooperatif;42559;Crédit Coopératif;60;DAX;34, bd des Sports;43.711148,-1.045471
Credit Cooperatif;42559;Crédit Coopératif;70;LA ROCHELLE;55, bd Joffre;46.1585,-1.141963
Credit Cooperatif;42559;Crédit Coopératif;72;PARIS POMMIER;86, rue de Courcelles;48.878572,2.304446
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;61;CENTRE D'AFFAIRES CORSE DU SUD;LES JARDINS DE BODICCIONE;41.938405,8.756882
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;125;BLANCARDE;19 BOULEVARD LA BLANCARDE;43.302789,5.397986
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;139;SALON CENTRE;113 COURS CARNOT;43.640626,5.095883
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;143;AJACCIO;9 COURS NAPOLEON;41.920297,8.736938
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;144;BASTIA;29 RUE CESAR CAMPINCHI;42.701172,9.449567
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;147;GAP VERDUN;PLACE DE VERDUN;44.561227,6.076798
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;150;ISLE SUR LA SORGUE;1 ESPLANADE ROBERT VASSE;43.918346,5.053096
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;151;SORGUES;153 CH. DE LA GRANGE DES ROUES;44.017218,4.870413
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;155;PAYS D'APT;41 AVENUE DE ROUMANILLE;43.885418,5.376565
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;156;ENDOUME;1 PLACE SAINT EUGENE;43.284437,5.357988
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;159;QUATRE SEPTEMBRE;11 PLACE DU 4 SEPTEMBRE;43.288382,5.358676
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;166;SAINT BARNABE;138 RUE MONTAIGNE;43.303778,5.417507
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;169;MONTOLIVET;4 PLACE C BERNARD;43.317928,5.424093
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;185;SAINT LAZARE;85 AVENUE CAMILLE  PELLETAN;43.306153,5.373246
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;194;LE CANET;PLACE DES ETATS UNIS;43.326173,5.374716
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;195;CHAPITRE;2 BOULEVARD LONGCHAMP;43.300691,5.387023
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;201;NOUVELLE VALENTINE;12 MONTEE DE LA FORBINE;43.290633,5.477825
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;204;LES 3 LUCS;360 AVENUE DES POILUS;43.313297,5.463395
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;207;AURIOL;8 QUAI DE L HUVEAUNE;43.369748,5.633571
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;212;GEMENOS;5 A RUE JEAN JAURES;43.296244,5.628912
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;214;AUBAGNE LA SOURCE;506 AVENUE DES CANIERS;43.288504,5.593324
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;215;CASSIS;34 RUE DE L ARENE;43.213637,5.540977
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;218;GARDANNE;18 AVENUE DE NICE;43.458438,5.474111
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;226;AIX FONTAINE D'ARGENT;5 AVENUE DES INFIRMERIES;43.515788,5.46313
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;227;PORT SAINT LOUIS DU RHONE;13 AVENUE DE LA REPUBLIQUE;43.38794,4.805406
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;244;DURANCE ALPILLES;CHEMIN DU CLOS DE VERQUIÈRES;43.838449,4.938246
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;247;SENAS;QUARTIER LA CAPELETTE;43.742311,5.084121
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;250;PORT DE BOUC;RUE CHARLES NEDELEC;43.406135,4.986056
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;257;LA FARE LES OLIVIERS;31 AVENUE PASTEUR;43.550566,5.195684
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;261;CHATEAUNEUF LES MARTIGUES;PLACE BELLOT;43.383089,5.164314
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;275;BODICCIONE;BOULEVARD LOUIS CAMPI;41.942252,8.750073
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;280;CORTE;QUARTIER DE LA GARE;42.304198,9.14895
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;282;ILE ROUSSE;5 AV FRED SCAMARONI;42.632903,8.938288
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;289;SISTERON;COURS DU COLLEGE;44.19714,5.942828
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;330;BARCELONNETTE;PLACE MANUEL;44.387466,6.652711
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;350;VEDENE;23 RUE LA REPUBLIQUE;43.979369,4.904549
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;352;AVIGNON PONT DES 2 EAUX;431 RUE RENE CASSIN;43.946349,4.843072
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;362;VAISON LA ROMAINE;AVENUE JULES FERRY;44.241028,5.073857
Caisse d'Epargne;11315;PROVENCE ALPES CORSE REUNION;377;SARRIANS;PLACE JEAN JAURES;44.098952,4.972292
