code_etab;nom_etab;code_agence;nom_agence;rue;nom_banque;place_id;rating;user_ratings_total;lat_lng
13335;AQUITAINE POITOU-CHARENTES;86466;MIREBEAU;13, PLACE DENFERT ROCHEREAU;Caisse d'Epargne;ChIJ355Tv-Gc_UcRCS-OHXe8W_k;0.0;0.0;46.7851304,0.1825465
17807;Banque Populaire Occitane;00234;VALENCE D'AGEN;Pl Nationale;Banque Populaire;ChIJr1lSi-u_qxIRpk5wy5DkpUs;0.0;0.0;44.1068570,0.8903618
13335;AQUITAINE POITOU-CHARENTES;86300;CENTRE D'AFFAIRES DEUX SEVRES;24 RUE DU 24 FEVRIER;Caisse d'Epargne;ChIJRwae-40xB0gRqIiMpv7nyLw;0.0;0.0;46.3211260,-0.4627555
14607;Banque Populaire Méditerranée;00591;VELAUX;42, avenue Marcel Pagnol;Banque Populaire;ChIJRQPymDrwyRIRwUVNQnC2VYc;0.0;0.0;43.5276430,5.2578044
10807;Banque Populaire Bourgogne Franche-Comté;00098;VILLARS LES DOMBES;87, rue du Commerce;Banque Populaire;ChIJWZ4AREek9EcRbqGlcI9S2tU;0.0;0.0;46.0023001,5.0283294
12135;BOURGOGNE - FRANCHE-COMTE;30310;CENTRE D'AFFAIRES NIEVRE;4 PLACE CARNOT;Caisse d'Epargne;ChIJh1ERgYlP8EcRvKs0PB3IjZk;0.0;0.0;46.9889212,3.1577904
13335;AQUITAINE POITOU-CHARENTES;64262;POUILLON;RUE GAMBETTA;Caisse d'Epargne;ChIJSc8-AW67Vg0RL_3Dn4zL8HA;0.0;0.0;43.6045482,-0.9962568
13335;AQUITAINE POITOU-CHARENTES;86428;LIGUGE;42, GRANDE RUE;Caisse d'Epargne;ChIJ5fjKZPa__UcR4rJgZXmG25E;0.0;0.0;46.5178100,0.3301300
17807;Banque Populaire Occitane;00830;LACAPELLE MARIVAL;Pl du Fort;Banque Populaire;ChIJca50GMkjrRIRDo_FwLQKT90;0.0;0.0;44.7282360,1.9257544
10807;Banque Populaire Bourgogne Franche-Comté;00077;DAMPIERRE SUR SALON;4, rue Alfred Dornier;Banque Populaire;ChIJIXDk7sW2kkcRM4Lg-csJw-M;0.0;0.0;47.5554018,5.6778517
13825;RHONE ALPES;30272;THOISSEY;33, GRANDE RUE;Caisse d'Epargne;ChIJ_57erXFj80cRY6OB31DvXB0;0.0;0.0;46.1725161,4.8031305
10907;Banque Populaire Aquitaine Centre Atlantique;00619;CHARRON;4, rue du 19 mars 1962;Banque Populaire;ChIJ990R7-CxBkgRYkKTHOT3p10;0.0;0.0;46.2979004,-1.1048328
10807;Banque Populaire Bourgogne Franche-Comté;00450;POUILLY EN AUXOIS;4, rue de la République;Banque Populaire;ChIJl9Xn3N1w8kcRyXOgVWrWYG8;0.0;0.0;47.2621382,4.5560917
16807;Banque Populaire Auvergne Rhône Alpes;00024;PORTES DU SOLEIL AVORIAZ;221, Promenade du Festival;Banque Populaire;ChIJ6-Da01GmjkcRpNV55RiIscM;0.0;0.0;46.1921609,6.7750603
14505;LOIRE CENTRE;435;BRACIEUX;53, RUE ROGER BRUN;Caisse d'Epargne;ChIJ_zkHewax5EcRwpXpb2KK_As;0.0;0.0;47.5487070,1.5409900
18707;Banque Populaire Val de France;00580;BOURGES ENTREPRISES CHER;9, rue Pierre Latécoère;Banque Populaire;ChIJdQpiN0aU-kcRvyK9MVu-mmk;0.0;0.0;47.0629101,2.3688331
11307;CASDEN Banque Populaire;DD052;CASDEN CHAUMONT;56, Rue Jules Tréfousse;Banque Populaire;ChIJGQX1eXHl7EcRfq02Cbj7lSE;0.0;0.0;48.1102790,5.1420498
11307;CASDEN Banque Populaire;DD051;CASDEN REIMS;65 rue Courcelles;Banque Populaire;ChIJN_DIOAF16UcRDigU2xn94Io;0.0;0.0;49.2590537,4.0205983
11307;CASDEN Banque Populaire;DD042;CASDEN SAINT-ETIENNE;29 RUE DES DOCTEURS CHARCOT;Banque Populaire;ChIJieBFQjWp9UcR9VMl-FY8cmI;0.0;0.0;45.4210348,4.3934887
18315;COTE D'AZUR;614;CENTRE D'AFFAIRES ARÉNAS;455 PROMENADE DES ANGLAIS;Caisse d'Epargne;ChIJl8dn4STRzRIR8vYrjYYo9PQ;0.0;0.0;43.6673906,7.2132584
11307;CASDEN Banque Populaire;DD045;CASDEN ORLEANS;6 RUE ISAAC JOGUES;Banque Populaire;ChIJl5mNWtHk5EcRAOx6GC6ifUE;0.0;0.0;47.9006966,1.9051834
11307;CASDEN Banque Populaire;DD032;CASDEN AUCH;4, avenue de la Marne;Banque Populaire;ChIJwTN_YbiCqRIR3v66-MUsjLQ;0.0;0.0;43.6481583,0.5934336
18715;AUVERGNE-LIMOUSIN;337;EYMOUTIERS;14 AVENUE DE LA PAIX;Caisse d'Epargne;ChIJf_yTIGAF-UcRXIUoMBty1Pw;0.0;0.0;45.7388422,1.7421270
11425;NORMANDIE;14435;BRIOUZE;PLACE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJH5Wlq-yKCUgRYzRaJqzNzyc;0.0;0.0;48.6979162,-0.3680075
11307;CASDEN Banque Populaire;DD030;CASDEN NIMES;23 Avenue Georges Pompidou;Banque Populaire;ChIJ10nrDaUttBIRAGc12nu0Svg;0.0;0.0;43.8339371,4.3481890
10107;BRED-Banque Populaire;00735;LE MESNIL ESNARD;70, rte de Paris;Banque Populaire;ChIJJRyDCdLe4EcRO5_qscWGqh8;0.0;0.0;49.4104582,1.1418692
11307;CASDEN Banque Populaire;DD037;CASDEN TOURS;CENTRE D'AFFAIRES;Banque Populaire;ChIJG82uoUrU_EcRPZcOSc5TzuM;0.0;0.0;47.3884575,0.6961396
11307;CASDEN Banque Populaire;DD036;CASDEN CHATEAUROUX;25 AV CHARLES DE GAULLE 1890 1970;Banque Populaire;ChIJyUoVw6ag-0cRd6do1cB2uds;0.0;0.0;46.8097704,1.6889669
16607;Banque Populaire du Sud;00035;QUILLAN;5, bd Jean Jaurès;Banque Populaire;ChIJl4plO1PArxIRgumVeMK_ov4;0.0;0.0;42.8754461,2.1834769
13807;Banque Populaire Grand Ouest;00866;ANGERS ANJOU BANQUE PRIVEE;41, rue du Nid de Pie;Banque Populaire;ChIJV6prGmp_CEgROSzByY5CzrI;0.0;0.0;47.4694656,-0.6107573
11307;CASDEN Banque Populaire;DD026;CASDEN DROME;19 avenue du Champ de Mars;Banque Populaire;ChIJfQwMAi5Y9UcRjmtivEzpA9M;0.0;0.0;44.9278342,4.8887949
11307;CASDEN Banque Populaire;DD017;CASDEN LA ROCHELLE;2 RUE VILLENEUVE;Banque Populaire;ChIJjXL6nq5TAUgRF82V1yvxLcI;0.0;0.0;46.1591009,-1.1475200
11307;CASDEN Banque Populaire;DD012;CASDEN RODEZ;3/5 AVENUE DURAND DE GROS;Banque Populaire;ChIJzafeXXZ9shIRLX-tOXAMxso;0.0;0.0;44.3573156,2.5812840
11307;CASDEN Banque Populaire;DD011;CASDEN CARCASSONNE;9 RUE DES CALQUIERES;Banque Populaire;ChIJS2zp3j4srhIRPTWTS-UCuwc;0.0;0.0;43.2111396,2.3576169
13807;Banque Populaire Grand Ouest;00298;SARZEAU;16, rue du Général de Gaulle;Banque Populaire;ChIJWVpZjIQDEEgRy0OU2WLFos0;0.0;0.0;47.5278121,-2.7681871
14505;LOIRE CENTRE;473;MOREE;17 MAIL MAURICE CANARD;Caisse d'Epargne;ChIJ6dSUesdk40cRDUO_Z5Isy0w;0.0;0.0;47.9022562,1.2338663
11307;CASDEN Banque Populaire;DD048;CASDEN MENDE;16, Rue Droite;Banque Populaire;ChIJ87wSCHNusxIRq-ECO_mBmbY;0.0;0.0;44.5179128,3.5001282
10807;Banque Populaire Bourgogne Franche-Comté;00463;VARENNES VAUZELLES;43 ter, bd Camille Dagonneau;Banque Populaire;ChIJZ0OKJv1F8EcRTpq7rqirUu4;0.0;0.0;47.0103658,3.1512293
10107;BRED-Banque Populaire;00808;ST AUBIN SUR SCIE DIEPPE;1395, ave de la Maison Blanche;Banque Populaire;ChIJVWF7hbiZ4EcRRGPP1eeeo1g;0.0;0.0;49.8730059,1.0693310
17807;Banque Populaire Occitane;00363;BLAGNAC CENTRE AFFAIRES;Pl du Corps-Franc Pommies;Banque Populaire;ChIJtVFKmsW7rhIRntavS6aC61o;0.0;0.0;43.6285606,1.3943519
16807;Banque Populaire Auvergne Rhône Alpes;00080;AGENCE ENTREPRISES CHAMBERY;134,rue Paulette Besson;Banque Populaire;ChIJUy8WZmioi0cROsDb1kG9Ows;0.0;0.0;45.5697008,5.9348203
16275;HAUTS DE FRANCE;2620;SAINT QUENTIN ALEXANDRE DUMAS;22 RUE ALEXANDRE DUMAS;Caisse d'Epargne;ChIJ_-gbvF8Y6EcRGlZWrg2PcEM;0.0;0.0;49.8466511,3.2744901
14607;Banque Populaire Méditerranée;00398;MENTON BORRIGO;81, ave Cernuschi;Banque Populaire;ChIJg9gWnH3pzRIR_31RRxN1tjc;0.0;0.0;43.7761387,7.4876345
18707;Banque Populaire Val de France;00124;LE CHESNAY ENTREPRISES;18, ave Dutartre;Banque Populaire;ChIJqX4d9kp95kcR7WNPiHOJmDE;0.0;0.0;48.8285822,2.1198114
15135;GRAND EST EUROPE;93;MARMOUTIER;23, RUE DU GENERAL LECLERC;Caisse d'Epargne;ChIJ7dFrMwSnlkcRTD0RIY_f6q8;0.0;0.0;48.6898334,7.3822046
10548;Banque de Savoie;191;ESPACE PATRIMOINE CHAMBERY;6 boulevard du Théâtre;Banque de Savoie;ChIJW86B_b-pi0cRK3v1a549uyw;0.0;0.0;45.5662478,5.9235263
18707;Banque Populaire Val de France;00450;CHALETTE SUR LOING;Pl Marin La Meslée;Banque Populaire;ChIJC9uQ8oCA70cRmw2N0H8N-yc;0.0;0.0;48.0067640,2.7393289
16275;HAUTS DE FRANCE;60171;SONGEONS;PLACE CHARLES DE GAULLE;Caisse d'Epargne;ChIJa4W2QSIX50cRrZa0hAPumM4;0.0;0.0;49.5481653,1.8533584
16807;Banque Populaire Auvergne Rhône Alpes;00015;RIVE DU LAC FAVERGES;20, pl de l'Eglise;Banque Populaire;ChIJGfWtJpLqi0cRh1mQmgftSd4;0.0;0.0;45.7453825,6.2948303
16807;Banque Populaire Auvergne Rhône Alpes;00008;TARENTAISE BOURG SAINT MAURICE;13, pl de la Gare;Banque Populaire;ChIJ8-aOcFdviUcRcVWb9qjsok0;0.0;0.0;45.6188135,6.7706334
16275;HAUTS DE FRANCE;62588;RACQUINGHEM;41 ROUTE NATIONALE;Caisse d'Epargne;ChIJo7TyBcr93EcRkB2--n5p60k;0.0;0.0;50.6958006,2.3545568
10907;Banque Populaire Aquitaine Centre Atlantique;00861;ENTREPRISES CHARENTE MARITIME;54-56, ave Albert Einstein;Banque Populaire;ChIJ519XJr9TAUgRzwCND1RLNHs;0.0;0.0;46.1479082,-1.1580146
11307;CASDEN Banque Populaire;DD072;CASDEN LE MANS;62 Bis Rue Barbier;Banque Populaire;ChIJ2Tl59cyI4kcR4Wjy_ZrLzgA;0.0;0.0;48.0023146,0.1926142
11307;CASDEN Banque Populaire;DD64B;CASDEN BAYONNE;48 Avenue du 8 Mai 1945;Banque Populaire;ChIJEa1F1oU_UQ0RFoM2R2mKxGg;0.0;0.0;43.4695155,-1.4898202
18707;Banque Populaire Val de France;00541;VATAN;14, pl de la République;Banque Populaire;ChIJxw_HTdoZ-0cRY198ob1lSaE;0.0;0.0;47.0709571,1.8096184
16607;Banque Populaire du Sud;00006;ST PAUL DE FENOUILLET;102, ave Jean Moulin;Banque Populaire;ChIJSQam-wgfsBIR1ltn_Yps62A;0.0;0.0;42.8092896,2.5027186
11307;CASDEN Banque Populaire;DD62B;CASDEN CALAIS;84 BOULEVARD JACQUARD;Banque Populaire;ChIJNQQ7fHM_3EcR711X_0VLgIM;0.0;0.0;50.9505324,1.8543104
11307;CASDEN Banque Populaire;DD62A;CASDEN ARRAS;104 AVENUE FERNAND LOBBEDEZ;Banque Populaire;ChIJ4f26lXtI3UcRYxJuxjaGLmg;0.0;0.0;50.2800671,2.7811967
11425;NORMANDIE;14309;ST PIERRE SUR DIVES;2 PLACE DU MARCHE;Caisse d'Epargne;ChIJp0h3fOgKCkgRhAeTb791guU;0.0;0.0;49.0191196,-0.0315833
10207;Banque Populaire Rives de Paris;00330;CERGY CENTRE AFFAIRES OISE - VAL D'OISE;Allée Rosa Luxembourg;Banque Populaire;ChIJe89uFlT15kcRZaxuzeI3Ack;0.0;0.0;49.0262875,2.1060507
14505;LOIRE CENTRE;105;BANQUE DU DIRIGEANT;40 RUE DE JAMES WATT;Caisse d'Epargne;ChIJo1OWjurX_EcRj1_YXlq8aQ0;0.0;0.0;47.3641107,0.6803972
11315;PROVENCE ALPES CORSE REUNION;25;CENTRE D'AFFAIRES HAUTE-CORSE;CENTRE COMMERCIAL CORSAIRE;Caisse d'Epargne;ChIJp_4KeYQ51xIRzYeMCf8gUWY;0.0;0.0;42.5504968,9.4422204
16607;Banque Populaire du Sud;00460;AG LE TEIL BM;PLACE PIERRE SEMARD;Banque Populaire;ChIJDx3wPF8UtRIRNQf4wwUSOHY;0.0;0.0;44.5532258,4.6857074
11315;PROVENCE ALPES CORSE REUNION;69;CENTRE AFF  MARSEILLE COTE BLEUE;10 PLACE DE LA JOLIETTE;Caisse d'Epargne;ChIJOxLxIAHByRIRternez6w5S0;0.0;0.0;43.3056507,5.3659464
12135;BOURGOGNE - FRANCHE-COMTE;30454;BLANZY;12 RUE JEAN MONNET;Caisse d'Epargne;ChIJEdXlhF6080cReKt3SouElHc;0.0;0.0;46.6971168,4.3919242
10907;Banque Populaire Aquitaine Centre Atlantique;00517;JONZAC;11, pl de la République;Banque Populaire;ChIJmfkrtQ5bAEgRUrZQ4XARXQI;0.0;0.0;45.4453470,-0.4338711
13135;MIDI PYRENEES;420;LECTOURE;130, RUE NATIONALE;Caisse d'Epargne;ChIJZ8IwZpjSqxIRWiQSY38DZ-w;0.0;0.0;43.9351102,0.6185172
10907;Banque Populaire Aquitaine Centre Atlantique;00302;NONTRON;2, ave Jules Ferry;Banque Populaire;ChIJSdrl7zAB_0cRB5wr3-CzYYA;0.0;0.0;45.5309704,0.6641966
13335;AQUITAINE POITOU-CHARENTES;86172;SAUZE-VAUSSAIS;GAL MARCH SUPER U RTE DE CIVRAY;Caisse d'Epargne;ChIJj-mwIJ0G_kcRRRftkvrgDbk;0.0;0.0;46.1333050,0.1195510
10907;Banque Populaire Aquitaine Centre Atlantique;00215;RUFFEC;7, pl d'Armes;Banque Populaire;ChIJq9qa5bER_kcRnm2gre_7mMY;0.0;0.0;46.0280125,0.1995689
12135;BOURGOGNE - FRANCHE-COMTE;30532;PIERRE DE BRESSE;6 RUE DU CHATEAU;Caisse d'Epargne;ChIJCWUjwJPP8kcR2ZGI9VZuaCA;0.0;0.0;46.8828890,5.2620862
14445;BRETAGNE-PAYS DE LOIRE;359;TORFOU;44 RUE NATIONALE;Caisse d'Epargne;ChIJyUYzoRRuBkgRyKAnNqj6J8I;0.0;0.0;47.0380306,-1.1173352
16807;Banque Populaire Auvergne Rhône Alpes;00336;RIOM ES MONTAGNES;9, rue du Commandant Monier;Banque Populaire;ChIJp9IdZruS90cRaO-80BFE1gc;0.0;0.0;45.2821425,2.6588748
14445;BRETAGNE-PAYS DE LOIRE;278;GENNES;3 PLACE DE L'ETOILE;Caisse d'Epargne;ChIJAe7AeDDkB0gR3t4ro_Z6XkU;0.0;0.0;47.3409418,-0.2313142
16807;Banque Populaire Auvergne Rhône Alpes;00082;AGENCE ENTREPRISES ANNECY GLAISINS;15, rue Pré Paillard Parc de Glaisins;Banque Populaire;ChIJZ5oWhaqPi0cRoQBeQFwB0Fw;0.0;0.0;45.9303314,6.1660687
14445;BRETAGNE-PAYS DE LOIRE;277;NOYANT-MEON;PLACE DE L EGLISE;Caisse d'Epargne;ChIJr1M-YDas4kcRf27-QQyKI_Q;0.0;0.0;47.5104105,0.1157789
17807;Banque Populaire Occitane;00624;LACROUZETTE;22, ave de Castres;Banque Populaire;ChIJId4q4k0ErhIRvkdwuBaUU94;0.0;0.0;43.6625000,2.3463449
13807;Banque Populaire Grand Ouest;00848;LA ROCHE SUR YON SUD;151, rue Duchesne de Denant;Banque Populaire;ChIJeXt8LPMvBEgRo9J2hoa9tbk;0.0;0.0;46.6479686,-1.4346322
12135;BOURGOGNE - FRANCHE-COMTE;30885;CENTRE D'AFFAIRES JURA;7 ET 9 RUE DE LA PRÉFECTURE;Caisse d'Epargne;ChIJUYrX4m3XjEcRMmMbZj-Ht9Y;0.0;0.0;46.6721862,5.5513498
14265;LOIRE DROME ARDECHE;30462;SAUZET;ROUTE DE CREST;Caisse d'Epargne;ChIJvVKrTQ9CtRIRojY075ko16Y;0.0;0.0;44.6034332,4.8196772
13335;AQUITAINE POITOU-CHARENTES;33219;SAINT CIERS SUR GIRONDE;45 AVENUE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJPcXfS6zKAUgRpbd49K9SrLg;0.0;0.0;45.2916257,-0.6131357
13135;MIDI PYRENEES;347;RIEUPEYROUX;RUE DE L'HOM;Caisse d'Epargne;ChIJQ8OjagycrRIRzYBj5P-4xCo;0.0;0.0;44.3080211,2.2408049
14265;LOIRE DROME ARDECHE;30344;ST AGREVE;72, GRANDE RUE;Caisse d'Epargne;ChIJ7U2PXGuC9UcRnEQ1V7CUTtM;0.0;0.0;45.0098501,4.3960510
14265;LOIRE DROME ARDECHE;30243;ST MARTIN LA PLAINE;17, RUE DE LA CURE;Caisse d'Epargne;ChIJnweKL8399EcRFK4pUMy9mrk;0.0;0.0;45.5457889,4.5930335
10807;Banque Populaire Bourgogne Franche-Comté;00466;SAULIEU;2, rue du Marché;Banque Populaire;ChIJl_JfIu4F8kcRglBn-6uowz0;0.0;0.0;47.2792638,4.2287144
10907;Banque Populaire Aquitaine Centre Atlantique;00534;GENCAY;2, rte de Civray;Banque Populaire;ChIJzd4q77rE_UcRF3huT2ujJqY;0.0;0.0;46.3730463,0.4047296
16607;Banque Populaire du Sud;00330;ST MATHIEU DE TREVIERS;Ave de la République de Montferrand;Banque Populaire;ChIJSUPj_qoDtBIRoDbjNqbd4h0;0.0;0.0;43.7610870,3.8644499
10907;Banque Populaire Aquitaine Centre Atlantique;05302;FELLETIN;12, Grande Rue;Banque Populaire;ChIJm8WsYNW_-UcRBpu03aJ-ALw;0.0;0.0;45.8831817,2.1736594
12135;BOURGOGNE - FRANCHE-COMTE;30770;PONT DE ROIDE;20 PLACE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJU4m2i0sOkkcRiLM84OvxgiU;0.0;0.0;47.3819989,6.7709318
11315;PROVENCE ALPES CORSE REUNION;225;ROUSSET;9 AVENUE DE LA POSTE;Caisse d'Epargne;ChIJAagxYRWbyRIRfpp9A6dU3u4;0.0;0.0;43.4801372,5.6230806
11307;CASDEN Banque Populaire;DD008;CASDEN CHARLEVILLE MEZIERES;GALERIE CHRISTINE;Banque Populaire;ChIJ6wVVpQ8O6kcRp4lg-PxMfTA;0.0;0.0;49.7709925,4.7177252
11307;CASDEN Banque Populaire;DD010;CASDEN TROYES;7 PLACE LANGEVIN;Banque Populaire;ChIJfV4-MviY7kcRQYaqhFPuQjU;0.0;0.0;48.2956457,4.0762369
11315;PROVENCE ALPES CORSE REUNION;301;VALENSOLE;LE PRE DE FOIRE;Caisse d'Epargne;ChIJ1zx_SInDyxIR07jm4Q492H0;0.0;0.0;43.8383862,5.9876315
11307;CASDEN Banque Populaire;DD09G;CASDEN NOUMEA;BP 15149;Banque Populaire;ChIJPycsoH_jJ2wR7NRxEQDEylo;0.0;0.0;-22.2733849,166.4481472
16807;Banque Populaire Auvergne Rhône Alpes;00160;GRESIVAUDAN SAINT ISMIER;501, rte de Chambéry;Banque Populaire;ChIJXYTxI7xYikcRmDfyi--QHOs;0.0;0.0;45.2421360,5.8240446
17807;Banque Populaire Occitane;00118;LECTOURE;24, rue Nationale;Banque Populaire;ChIJr-rPvJnSqxIRCJ2tLCtIp80;0.0;0.0;43.9341908,0.6237402
16607;Banque Populaire du Sud;00054;AX LES THERMES;9, ave Delcassé;Banque Populaire;ChIJLcP64GSdrxIRRqcHVjag5Fs;0.0;0.0;42.7210664,1.8381613
11425;NORMANDIE;14393;GACE;16 GRANDE RUE;Caisse d'Epargne;ChIJj80gZ3704UcRm1w8mWZY5JM;0.0;0.0;48.7949094,0.2968768
13507;Banque Populaire du Nord;00050;SAINT POL SUR TERNOISE;2, rue du Général de Gaulle;Banque Populaire;ChIJFQpz2UMM3UcRq8ExNa328OA;0.0;0.0;50.3809172,2.3357757
13807;Banque Populaire Grand Ouest;00869;FONTENAY LE CTE ST-MEDARD;96, ave du Pdt François Mitterand;Banque Populaire;ChIJ512O24rDBkgRBbPClgy7MA8;0.0;0.0;46.4516865,-0.8079565
13507;Banque Populaire du Nord;00011;COMINES;35, rue d'Hurlupin;Banque Populaire;ChIJH1r95ynT3EcRXR7uUXhjjlU;0.0;0.0;50.7646650,3.0086880
11425;NORMANDIE;14472;BANQUE PRIVEE;RUE D'UELZEN;Caisse d'Epargne;ChIJu16K91Lc4EcRsMCnekOLPEE;0.0;0.0;49.4749110,1.1067386
16807;Banque Populaire Auvergne Rhône Alpes;00547;AGENCE ENTREPRISES LYON SUD;Immeuble le Sud Ouest;Banque Populaire;ChIJzzIyKgyT9EcRmozmIBuQJr8;0.0;0.0;45.7699017,4.8044266
16807;Banque Populaire Auvergne Rhône Alpes;00189;ALBY SUR CHERAN AGRI;196, zone de Moutti Sud;Banque Populaire;ChIJbbTofqWei0cR_Zs2zvlPh_Y;0.0;0.0;45.8153289,6.0025612
10907;Banque Populaire Aquitaine Centre Atlantique;00383;CAP-FERRET;43-45, ROUTE DU CAP-FERRET;Banque Populaire;ChIJp_XMbIpfUw0R0QwyQUfzGqY;0.0;0.0;44.7165806,-1.2127784
12135;BOURGOGNE - FRANCHE-COMTE;30874;JUSSEY;7 RUE DE L'HOTEL DE VILLE;Caisse d'Epargne;ChIJ4bNl2m3ckkcRQOTC_MQS0-0;0.0;0.0;47.8251154,5.9023803
11425;NORMANDIE;76073;CORMEILLES;25 PLACE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJnVFxJ0y24UcRsXJhV858t_M;0.0;0.0;49.2476251,0.3766711
10907;Banque Populaire Aquitaine Centre Atlantique;00640;LE CHATEAU;18, bd Thiers;Banque Populaire;ChIJd3SqUahhAUgRcBPHcKHU6jg;0.0;0.0;45.8870987,-1.1943723
10907;Banque Populaire Aquitaine Centre Atlantique;00620;LA TREMBLADE;16, bd Pasteur;Banque Populaire;ChIJVVUBB-xkAUgR5tkPqXe6orQ;0.0;0.0;45.7702196,-1.1423144
14445;BRETAGNE-PAYS DE LOIRE;11214;CTRE AFF.MAINE ET LOIRE - CHOLET;2 RUE TRAVOT;Caisse d'Epargne;ChIJR1V-GXdHBkgR1bxwQcdc134;0.0;0.0;47.0598961,-0.8800666
13825;RHONE ALPES;30719;SECTEUR PUBLIC RHONE ISERE;116 COURS LAFAYETTE;Caisse d'Epargne;ChIJ6Q0bezLr9EcR2b-gtYTpQAc;0.0;0.0;45.7632723,4.8509558
16807;Banque Populaire Auvergne Rhône Alpes;00541;AGENCE ENTREPRISES VILLEFRANCHE / SAONE;495, ave Théodore Braun;Banque Populaire;ChIJlXllsUGF9EcRQwX0G9QGeyw;0.0;0.0;45.9800453,4.7401521
11307;CASDEN Banque Populaire;DD02A;CASDEN AJACCIO;5 RUE ROSSI;Banque Populaire;ChIJtR6bROlp2hIRgjyvOu4hb1k;0.0;0.0;41.9180673,8.7306323
10548;Banque de Savoie;1381;TIGNES;Immeuble Les Hauts Lieux - Le Rosset;Banque de Savoie;ChIJuUAjSlVziUcRpLavUKGZYZg;0.0;0.0;45.4684747,6.9091312
10548;Banque de Savoie;83;CAE LYON;71 rue Jean Zay;Banque de Savoie;ChIJXQFhX9rD9EcRwIKjr_Kfpdc;0.0;0.0;45.7110885,4.9041281
11425;NORMANDIE;14415;GAVRAY;2 RUE DE LA LIBERATION;Caisse d'Epargne;ChIJt-yVdav3C0gR8uvK-F8hWBc;0.0;0.0;48.9079986,-1.3495002
11425;NORMANDIE;14387;LE THEIL SUR HUISNE;24 PLACE DES TILLEULS;Caisse d'Epargne;ChIJXXEQ48Sy40cRvE7E_vm1n3g;0.0;0.0;48.2639174,0.6885632
16807;Banque Populaire Auvergne Rhône Alpes;00471;MONTS D'OR ST CYR;6, pl Charles de Gaulle;Banque Populaire;ChIJ8SDK9o_s9EcRZI16c4AV97w;0.0;0.0;45.8141547,4.8172498
11307;CASDEN Banque Populaire;DD018;CASDEN BOURGES;18/20 Cours Beauvoir;Banque Populaire;ChIJVelTZ3OW-kcRTH_aI0nkyFI;0.0;0.0;47.0903843,2.3996646
11307;CASDEN Banque Populaire;DD019;CASDEN  BRIVE LA GAILLARDE;19 AV DU GENERAL LECLERC;Banque Populaire;ChIJFZNmsuaX-EcRVUz9X_ZcmJI;0.0;0.0;45.1541719,1.5347653
11307;CASDEN Banque Populaire;DD016;CASDEN ANGOULEME;12  BD WINSTON CHURCHILL;Banque Populaire;ChIJ4-4N-G8y_kcRair7d1KB30k;0.0;0.0;45.6477238,0.1631248
10548;Banque de Savoie;110;LA RAVOIRE;53 rue de la Concorde;Banque de Savoie;ChIJixBg9Cmvi0cR3UpSMXqU-Ho;0.0;0.0;45.5581805,5.9633125
11307;CASDEN Banque Populaire;DD009;CASDEN FOIX;1 B COURS GABRIEL FAURE;Banque Populaire;ChIJ86ne3iURrxIRP0lgo8343Is;0.0;0.0;42.9644102,1.6098381
14445;BRETAGNE-PAYS DE LOIRE;376;CANDE;3 PLACE NATIONALE;Caisse d'Epargne;ChIJOwHMRVWiCEgRe0T_cYfQAy0;0.0;0.0;47.5590122,-1.0384668
18315;COTE D'AZUR;638;BANQUE PRIVEE TOULON;41 PLACE DE LA LIBERTÉ;Caisse d'Epargne;ChIJL4osLhAbyRIROsWJOSl9SR4;0.0;0.0;43.1258740,5.9297209
14445;BRETAGNE-PAYS DE LOIRE;397;GORRON;8 RUE DU MAINE;Caisse d'Epargne;ChIJNzdS7ttyCUgRpttiQsoYztM;0.0;0.0;48.4104236,-0.8125134
18315;COTE D'AZUR;121;RIANS;L'ATRIUM;Caisse d'Epargne;ChIJIb0GjAl_yRIRzBC43OHmljg;0.0;0.0;43.6059277,5.7512993
10548;Banque de Savoie;3000;PONTCHARRA;15 avenue du Dauphiné;Banque de Savoie;ChIJo3KxeldNikcRhTj-FANRN94;0.0;0.0;45.4317478,6.0213378
11315;PROVENCE ALPES CORSE REUNION;303;GREOUX LES BAINS;AVENUE DES THERMES;Caisse d'Epargne;ChIJvW125WPQyxIRF09ahouyUKc;0.0;0.0;43.7576999,5.8888411
17515;ILE DE FRANCE;478;MELUN ENTREPRISES;5 -7, PLACE GALLIENI;Caisse d'Epargne;ChIJFcWrCnXx5UcRWpZilEK9NeE;0.0;0.0;48.5281459,2.6555991
10807;Banque Populaire Bourgogne Franche-Comté;00057;FEILLENS;865, Grande Rue;Banque Populaire;ChIJHyxC6f1r80cRcFRTo6z_9ZU;0.0;0.0;46.3361898,4.8898161
10548;Banque de Savoie;1580;COURCHEVEL;La Croisette;Banque de Savoie;ChIJ35lPSqx4iUcRbOa8q-TK5lI;0.0;0.0;45.4150452,6.6333601
17515;ILE DE FRANCE;452;JAPAN DESK;47, RUE ETIENNE MARCEL;Caisse d'Epargne;ChIJy8mqamxv5kcRwMIZKO_f--w;0.0;0.0;48.8651889,2.3427836
